condition_id,frame_count,iqr_ms,maximum_ms,median_ms,metric,minimum_ms,modality,normalized_range,p0_ms,p0_p99_range_ms,p1_ms,p25_ms,p50_ms,p5_ms,p75_ms,p95_ms,p99_ms,primary_range_ms,sample_count,width_ms
scene-0184,235,0.4950364828109741,3.4706900119781494,2.794572353363037,horizontal_gradient_mean,2.104529857635498,image,0.4776633092989967,2.104529857635498,1.3348646783828735,2.140729866027832,2.61148738861084,2.794572353363037,2.200885772705078,3.106523871421814,3.341143774986267,3.4393945360183715,1.3348646783828735,235,1.3348646783828735
scene-0184,235,0.0,900.0,900.0,image_height,900.0,image,0.0,900.0,0.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,0.0,235,0.0
scene-0184,235,0.0,1600.0,1600.0,image_width,1600.0,image,0.0,1600.0,0.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,0.0,235,0.0
scene-0184,235,23327.0,188967.0,160651.0,jpeg_bytes,138811.0,image,0.3080783810869525,138811.0,49493.100000000006,140271.68,148750.0,160651.0,144274.8,172077.0,181891.09999999998,188304.1,49493.100000000006,235,49493.100000000006
scene-0184,235,3.376514434814453,112.41018676757812,105.20060729980469,luminance_mean,94.3746337890625,image,0.1680808978033997,94.3746337890625,17.682212524414055,98.13021286010742,103.23810577392578,105.20060729980469,99.73272933959962,106.61462020874023,109.375772857666,112.05684631347656,17.682212524414055,235,17.682212524414055
scene-0184,235,5.061531066894531,65.3790512084961,54.08203125,luminance_std,47.84349822998047,image,0.3210004824620801,47.84349822998047,17.360358123779292,48.412197036743166,52.13258361816406,54.08203125,49.08359336853027,57.194114685058594,64.07864227294921,65.20385635375976,17.360358123779292,235,17.360358123779292
scene-0184,235,0.7572600841522217,4.084231853485107,3.282850980758667,vertical_gradient_mean,2.4377543926239014,image,0.48637374444188236,2.4377543926239014,1.5966925239562988,2.4622474479675294,2.783571720123291,3.282850980758667,2.5695277214050294,3.5408318042755127,3.861608386039734,4.0344469165802,1.5966925239562988,235,1.5966925239562988
scene-0184,391,5.829622268676758,32.93410110473633,29.280961990356445,intensity_mean,22.683349609375,lidar,0.34632146875089787,22.683349609375,10.140625762939457,22.9417573928833,24.758666038513184,29.280961990356445,23.201308250427246,30.58828830718994,32.12316131591797,32.82397537231446,10.140625762939457,391,10.140625762939457
scene-0184,391,4.836960792541504,29.790369033813477,25.307167053222656,intensity_std,17.59308624267578,lidar,0.47935999669587026,17.59308624267578,12.13124351501465,17.93763599395752,22.621007919311523,25.307167053222656,19.118008613586426,27.457968711853027,29.213472366333008,29.72432975769043,12.13124351501465,391,12.13124351501465
scene-0184,391,64.0,34816.0,34720.0,point_count,34656.0,lidar,0.003686635944700461,34656.0,128.0,34684.8,34688.0,34720.0,34688.0,34752.0,34784.0,34784.0,128.0,391,128.0
scene-0184,391,2726.0,19433.0,14392.0,points_0_5m,11970.0,lidar,0.5102904391328514,11970.0,7344.0999999999985,12025.8,12981.0,14392.0,12197.0,15707.0,18532.0,19314.1,7344.0999999999985,391,7344.0999999999985
scene-0184,391,3202.5,6856.0,2517.0,points_20_40m,1369.0,lidar,2.160786650774732,1369.0,5438.700000000001,1401.2,1972.5,2517.0,1481.5,5175.0,6480.5,6807.700000000001,5438.700000000001,391,5438.700000000001
scene-0184,391,404.0,1611.0,637.0,points_40m_plus,308.0,lidar,1.981789638932497,308.0,1262.4000000000005,349.9,527.5,637.0,384.5,931.5,1482.5,1570.4000000000005,1262.4000000000005,391,1262.4000000000005
scene-0184,391,2593.0,19545.0,16699.0,points_5_20m,8935.0,lidar,0.6330558716090785,8935.0,10571.400000000001,8955.9,15138.5,16699.0,9466.5,17731.5,19203.0,19506.4,10571.400000000001,391,10571.400000000001
scene-0184,391,2.6999199390411377,11.614167213439941,8.506885528564453,range_mean_m,7.120534896850586,lidar,0.5243675642783121,7.120534896850586,4.460734844207764,7.159849691390991,7.95564866065979,8.506885528564453,7.271410226821899,10.655568599700928,11.53051471710205,11.58126974105835,4.460734844207764,391,4.460734844207764
scene-0184,391,2.374077796936035,12.170173645019531,9.627937316894531,range_std_m,8.098699569702148,lidar,0.4217238974034691,8.098699569702148,4.060331249237061,8.242119026184081,9.113578796386719,9.627937316894531,8.33475923538208,11.487656593322754,12.06673812866211,12.15903081893921,4.060331249237061,391,4.060331249237061
scene-0245,231,0.33265167474746704,2.331188917160034,1.7330143451690674,horizontal_gradient_mean,1.342469573020935,image,0.5235127199317517,1.342469573020935,0.9072550535202022,1.3520616173744202,1.4651448726654053,1.7330143451690674,1.3755465149879456,1.7977965474128723,2.1630303859710693,2.2497246265411373,0.9072550535202022,231,0.9072550535202022
scene-0245,231,0.0,900.0,900.0,image_height,900.0,image,0.0,900.0,0.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,0.0,231,0.0
scene-0245,231,0.0,1600.0,1600.0,image_width,1600.0,image,0.0,1600.0,0.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,0.0,231,0.0
scene-0245,231,13848.0,139715.0,123736.0,jpeg_bytes,106295.0,image,0.23587395745781345,106295.0,29186.100000000006,106707.6,111688.0,123736.0,108061.5,125536.0,133480.5,135481.1,29186.100000000006,231,29186.100000000006
scene-0245,231,1.7238693237304688,111.39734649658203,107.26692199707031,luminance_mean,104.65164184570312,image,0.05960873959525426,104.65164184570312,6.394046020507815,104.9748161315918,106.56433868408203,107.26692199707031,105.51394653320312,108.2882080078125,109.71227264404297,111.04568786621094,6.394046020507815,231,6.394046020507815
scene-0245,231,2.8516368865966797,54.3592529296875,50.27450180053711,luminance_std,45.95531463623047,image,0.16597435390224827,45.95531463623047,8.344277954101564,46.16937370300293,49.20251274108887,50.27450180053711,47.260332107543945,52.05414962768555,54.02252769470215,54.29959259033203,8.344277954101564,231,8.344277954101564
scene-0245,231,0.28636056184768677,2.365112543106079,2.05234432220459,vertical_gradient_mean,1.6788911819458008,image,0.26996370651275364,1.6788911819458008,0.5540584802627562,1.6927931308746338,1.823301613330841,2.05234432220459,1.720754325389862,2.109662175178528,2.1864482164382935,2.232949662208557,0.5540584802627562,231,0.5540584802627562
scene-0245,386,1.2355678081512451,18.35741424560547,12.015682697296143,intensity_mean,10.95231819152832,lidar,0.5872886365267936,10.95231819152832,7.056673908233638,10.987847375869752,11.421227216720581,12.015682697296143,11.094960451126099,12.656795024871826,16.482718467712402,18.008992099761958,7.056673908233638,386,7.056673908233638
scene-0245,386,2.11903715133667,22.655162811279297,15.219542980194092,intensity_std,12.85473918914795,lidar,0.616622835702891,12.85473918914795,9.38471775054931,13.09720582962036,14.323135375976562,15.219542980194092,13.308736085891724,16.442172527313232,19.460618495941162,22.23945693969726,9.38471775054931,386,9.38471775054931
scene-0245,386,32.0,34784.0,34720.0,point_count,34656.0,lidar,0.003686635944700461,34656.0,128.0,34688.0,34720.0,34720.0,34688.0,34752.0,34752.0,34784.0,128.0,386,128.0
