condition_id,corruption_type,effect,horizontal_gradient_mean,image_height,image_width,input_timestamp_ns,intensity_mean,intensity_std,jpeg_bytes,luminance_mean,luminance_std,modality,point_count,points_0_5m,points_20_40m,points_40m_plus,points_5_20m,rain_rate_mm_per_hour,range_mean_m,range_std_m,severity,vertical_gradient_mean
clear,clean,weather,,,,1534867432948726000,15.767210960388184,22.01950454711914,,,,lidar,34688,13965,3277,962,16484,,9.78172779083252,10.869756698608398,0,
clear,clean,weather,2.2158474922180176,900,1600,1534867432912404000,,,124250,103.57286834716797,56.406837463378906,image,,,,,,,,,0,1.948553204536438
clear,clean,weather,,,,1534867432998503000,15.780241966247559,21.87926483154297,,,,lidar,34720,13823,3247,968,16682,,9.796431541442871,10.854504585266113,0,
clear,clean,weather,2.1950135231018066,900,1600,1534867433012404000,,,123399,103.00804138183594,56.783512115478516,image,,,,,,,,,0,1.9219800233840942
clear,clean,weather,,,,1534867433048257000,15.953226089477539,22.211639404296875,,,,lidar,34720,13665,3266,933,16856,,9.799474716186523,10.825618743896484,0,
clear,clean,weather,,,,1534867433098583000,16.02341651916504,22.415956497192383,,,,lidar,34720,13491,3267,907,17055,,9.778183937072754,10.710010528564453,0,
clear,clean,weather,2.1792266368865967,900,1600,1534867433112404000,,,122662,103.38004302978516,56.9256706237793,image,,,,,,,,,0,1.8837374448776245
clear,clean,weather,,,,1534867433148336000,16.061981201171875,22.55396270751953,,,,lidar,34720,13360,3308,884,17168,,9.805334091186523,10.699451446533203,0,
clear,clean,weather,2.1787421703338623,900,1600,1534867433162404000,,,121926,103.21043395996094,57.16509246826172,image,,,,,,,,,0,1.8646259307861328
clear,clean,weather,,,,1534867433198676000,16.059011459350586,22.2584228515625,,,,lidar,34688,13255,3327,864,17242,,9.806456565856934,10.66795539855957,0,
clear,clean,weather,,,,1534867433248427000,16.15253448486328,22.345951080322266,,,,lidar,34720,13077,3364,894,17385,,9.896528244018555,10.811469078063965,0,
clear,clean,weather,2.1749885082244873,900,1600,1534867433262404000,,,121634,103.44635772705078,57.567813873291016,image,,,,,,,,,0,1.8533432483673096
clear,clean,weather,,,,1534867433298210000,16.10006332397461,22.206157684326172,,,,lidar,34688,12966,3350,893,17479,,9.90622615814209,10.81737995147705,0,
clear,clean,weather,,,,1534867433348529000,16.07721710205078,22.247722625732422,,,,lidar,34720,12798,3409,900,17613,,9.98228645324707,10.859058380126953,0,
clear,clean,weather,2.19792103767395,900,1600,1534867433362404000,,,121789,103.04540252685547,58.12212371826172,image,,,,,,,,,0,1.8475549221038818
clear,clean,weather,,,,1534867433398454000,16.156307220458984,22.446311950683594,,,,lidar,34688,12711,3395,886,17696,,9.96242904663086,10.816659927368164,0,
clear,clean,weather,,,,1534867433448600000,16.268173217773438,22.63641929626465,,,,lidar,34720,12638,3394,888,17800,,9.978092193603516,10.798969268798828,0,
clear,clean,weather,2.203181743621826,900,1600,1534867433412404000,,,122148,102.67359161376953,58.37207794189453,image,,,,,,,,,0,1.845850944519043
clear,clean,weather,,,,1534867433498387000,16.380361557006836,22.82128143310547,,,,lidar,34688,12510,3431,883,17864,,10.026912689208984,10.779616355895996,0,
clear,clean,weather,2.198103666305542,900,1600,1534867433512404000,,,122602,102.12767791748047,59.023860931396484,image,,,,,,,,,0,1.8549436330795288
clear,clean,weather,,,,1534867433548133000,16.35799217224121,22.500490188598633,,,,lidar,34688,12401,3449,889,17949,,10.05614185333252,10.822457313537598,0,
clear,clean,weather,,,,1534867433598470000,16.474227905273438,22.734649658203125,,,,lidar,34688,12371,3456,868,17993,,10.015486717224121,10.757413864135742,0,
clear,clean,weather,2.2038559913635254,900,1600,1534867433612404000,,,122324,102.30862426757812,59.242279052734375,image,,,,,,,,,0,1.848928689956665
clear,clean,weather,,,,1534867433648353000,16.434127807617188,22.6448917388916,,,,lidar,34688,12207,3500,866,18115,,10.079133987426758,10.817922592163086,0,
clear,clean,weather,2.192107677459717,900,1600,1534867433662404000,,,122469,102.3143081665039,59.292320251464844,image,,,,,,,,,0,1.8465690612792969
clear,clean,weather,,,,1534867433697988000,16.52090072631836,22.95039176940918,,,,lidar,34688,12135,3535,857,18161,,10.101808547973633,10.788833618164062,0,
clear,clean,weather,,,,1534867433748311000,16.583688735961914,22.99858856201172,,,,lidar,34688,12104,3483,840,18261,,10.090923309326172,10.685844421386719,0,
clear,clean,weather,2.198585271835327,900,1600,1534867433762404000,,,122790,102.08265686035156,59.570068359375,image,,,,,,,,,0,1.859226942062378
clear,clean,weather,,,,1534867433798158000,16.8253173828125,23.31941032409668,,,,lidar,34720,12118,3476,847,18279,,10.102391242980957,10.695657730102539,0,
clear,clean,weather,,,,1534867433847842000,16.845970153808594,23.176668167114258,,,,lidar,34688,12000,3493,860,18335,,10.180752754211426,10.751081466674805,0,
clear,clean,weather,,,,1534867433898179000,16.87958335876465,23.244579315185547,,,,lidar,34688,12080,3495,879,18234,,10.169977188110352,10.770071029663086,0,
clear,clean,weather,2.2096149921417236,900,1600,1534867433862404000,,,123103,101.66493225097656,59.98507308959961,image,,,,,,,,,0,1.8651647567749023
clear,clean,weather,2.1872928142547607,900,1600,1534867433912404000,,,122321,101.60003662109375,60.06114959716797,image,,,,,,,,,0,1.8582432270050049
clear,clean,weather,,,,1534867433947929000,16.782747268676758,22.93939208984375,,,,lidar,34720,12107,3448,888,18277,,10.16862678527832,10.799332618713379,0,
clear,clean,weather,,,,1534867433997714000,16.641489028930664,23.00162696838379,,,,lidar,34688,12116,3394,879,18299,,10.144179344177246,10.726082801818848,0,
clear,clean,weather,2.184668779373169,900,1600,1534867434012404000,,,122232,101.69110107421875,60.152565002441406,image,,,,,,,,,0,1.8485101461410522
clear,clean,weather,,,,1534867434048013000,16.734922409057617,23.307090759277344,,,,lidar,34688,12066,3396,893,18333,,10.180863380432129,10.717667579650879,0,
clear,clean,weather,,,,1534867434097791000,16.69380760192871,23.24652099609375,,,,lidar,34720,12112,3395,914,18299,,10.193253517150879,10.771941184997559,0,
clear,clean,weather,2.165682792663574,900,1600,1534867434112404000,,,121992,101.68270111083984,60.343509674072266,image,,,,,,,,,0,1.8470877408981323
clear,clean,weather,,,,1534867434147546000,16.562585830688477,22.810426712036133,,,,lidar,34688,12069,3400,928,18291,,10.227987289428711,10.77000617980957,0,
clear,clean,weather,2.1695046424865723,900,1600,1534867434162404000,,,122128,100.95463562011719,60.7240104675293,image,,,,,,,,,0,1.8526028394699097
clear,clean,weather,,,,1534867434197881000,16.48695182800293,22.68366813659668,,,,lidar,34720,12095,3411,978,18236,,10.231600761413574,10.777795791625977,0,
clear,clean,weather,,,,1534867434247637000,16.259685516357422,22.26810073852539,,,,lidar,34688,12057,3396,1006,18229,,10.249601364135742,10.774208068847656,0,
clear,clean,weather,2.1604175567626953,900,1600,1534867434262404000,,,122083,101.18740844726562,60.7820930480957,image,,,,,,,,,0,1.8429533243179321
clear,clean,weather,,,,1534867434297956000,16.32347297668457,22.26395606994629,,,,lidar,34720,12084,3346,1049,18241,,10.254796028137207,10.78960132598877,0,
clear,clean,weather,,,,1534867434348247000,16.263795852661133,22.205970764160156,,,,lidar,34720,12119,3280,1127,18194,,10.247279167175293,10.760123252868652,0,
clear,clean,weather,2.158453941345215,900,1600,1534867434362404000,,,121947,100.9175796508789,60.90497589111328,image,,,,,,,,,0,1.8483989238739014
clear,clean,weather,,,,1534867434397491000,16.211463928222656,21.94512939453125,,,,lidar,34720,12194,3266,1200,18060,,10.263177871704102,10.861842155456543,0,
clear,clean,weather,2.1391007900238037,900,1600,1534867434412404000,,,121448,101.54666900634766,60.600135803222656,image,,,,,,,,,0,1.8313007354736328
clear,clean,weather,,,,1534867434447799000,16.08810043334961,21.857925415039062,,,,lidar,34688,12157,3305,1235,17991,,10.342647552490234,10.996394157409668,0,
clear,clean,weather,,,,1534867434497610000,16.129867553710938,21.945932388305664,,,,lidar,34720,12260,3355,1213,17892,,10.281638145446777,10.910601615905762,0,
clear,clean,weather,2.1264352798461914,900,1600,1534867434512404000,,,120790,101.79953002929688,60.56916046142578,image,,,,,,,,,0,1.8247629404067993
clear,clean,weather,,,,1534867434547921000,16.07252311706543,21.89755630493164,,,,lidar,34720,12308,3389,1224,17799,,10.329702377319336,11.07469367980957,0,
clear,clean,weather,,,,1534867434597646000,16.015235900878906,21.784461975097656,,,,lidar,34720,12334,3440,1219,17727,,10.358590126037598,11.208048820495605,0,
clear,clean,weather,2.1350879669189453,900,1600,1534867434612404000,,,122020,101.07642364501953,61.13487243652344,image,,,,,,,,,0,1.8463397026062012
clear,clean,weather,,,,1534867434647423000,16.015466690063477,21.854896545410156,,,,lidar,34720,12352,3484,1245,17639,,10.426116943359375,11.367318153381348,0,
