scene,scene_token,lidar_token,sample_token,timestamp,is_key_frame,raw_point_count,centerpoint_point_count,centerpoint_point_density_per_m3,centerpoint_voxel_count,centerpoint_voxel_density_pct,centerpoint_points_per_voxel,pointpillars_point_count,pointpillars_point_density_per_m3,pointpillars_voxel_count,pointpillars_voxel_density_pct,pointpillars_points_per_voxel,threedssd_point_count,threedssd_point_density_per_m3,object_count,object_mean_nearest_neighbor_2d_m
scene-0184,93032908bafd484ea10a39b0d5d3fff6,fd795beecd1c496a8e772f2336737cd9,29ae188298984ad5972d04c9c467185e,1532662948948584,True,34720,33602,0.36010373799725653,16361,0.01972535686728395,2.053786443371432,33597,0.4199625,4460,2.7875,7.532959641255605,17703,0.39515625,1,
scene-0184,93032908bafd484ea10a39b0d5d3fff6,9cc5bc1c51814e22b7b9f5356d0bffc7,f57ce9dc83364d839b6238ed6aa57578,1532662948998361,False,34720,33626,0.36036093964334703,16413,0.019788049768518518,2.0487418509717905,33623,0.4202875,4424,2.765,7.600135623869801,17682,0.3946875,1,
scene-0184,93032908bafd484ea10a39b0d5d3fff6,9d7ebfb7262042c4b6df6aafd31a872a,f57ce9dc83364d839b6238ed6aa57578,1532662949048691,False,34720,33642,0.3605324074074074,16520,0.019917052469135804,2.0364406779661017,33635,0.4204375,4429,2.768125,7.594265071122149,17714,0.3954017857142857,1,
scene-0184,93032908bafd484ea10a39b0d5d3fff6,ea594cf1c50844ce9200b52d07d74e9f,f57ce9dc83364d839b6238ed6aa57578,1532662949098433,False,34720,33657,0.36069315843621397,16519,0.019915846836419754,2.037472001937163,33648,0.4206,4430,2.76875,7.59548532731377,17386,0.38808035714285716,1,
scene-0184,93032908bafd484ea10a39b0d5d3fff6,02ac6db1653b47359be92f69b07be278,f57ce9dc83364d839b6238ed6aa57578,1532662949148775,False,34720,33674,0.36087534293552814,16504,0.019897762345679013,2.0403538536112458,33666,0.420825,4429,2.768125,7.601264393768345,14653,0.32707589285714284,1,
scene-0184,93032908bafd484ea10a39b0d5d3fff6,0ec19f1dc6754a4f81ea4932e39e2a64,f57ce9dc83364d839b6238ed6aa57578,1532662949198525,False,34720,33717,0.36133616255144035,16560,0.019965277777777776,2.0360507246376813,33707,0.4213375,4470,2.79375,7.540715883668904,14604,0.32598214285714283,1,
scene-0184,93032908bafd484ea10a39b0d5d3fff6,a43c6a064500481b86b994875890a37c,f57ce9dc83364d839b6238ed6aa57578,1532662949248302,False,34720,33735,0.36152906378600824,16514,0.019909818672839506,2.04281215937992,33724,0.42155,4437,2.773125,7.600631057020509,14632,0.3266071428571429,1,
scene-0184,93032908bafd484ea10a39b0d5d3fff6,18635681f0fe4b44ab5dce1d12fa5bc9,f57ce9dc83364d839b6238ed6aa57578,1532662949298617,False,34720,33741,0.36159336419753085,16659,0.020084635416666666,2.0253916801728797,33729,0.4216125,4450,2.78125,7.5795505617977526,17795,0.3972098214285714,1,
scene-0184,93032908bafd484ea10a39b0d5d3fff6,6880eb4dc456437fa2e91f52e3e8836f,f57ce9dc83364d839b6238ed6aa57578,1532662949348375,False,34720,33759,0.36178626543209874,16679,0.020108748070987656,2.0240422087655134,33751,0.4218875,4418,2.76125,7.639429606156632,17824,0.39785714285714285,1,
scene-0184,93032908bafd484ea10a39b0d5d3fff6,ff7fb80042fb40bdbed5db4bc858d38b,f57ce9dc83364d839b6238ed6aa57578,1532662949398723,False,34720,33788,0.36209705075445814,16655,0.02007981288580247,2.0287000900630443,33773,0.4221625,4412,2.7575,7.654805077062557,17870,0.39888392857142857,1,
scene-0184,93032908bafd484ea10a39b0d5d3fff6,242a5522d0564401bab5bb1fe364c17d,f57ce9dc83364d839b6238ed6aa57578,1532662949448476,True,34720,33785,0.36206490054869683,16820,0.02027874228395062,2.0086206896551726,33776,0.4222,4387,2.741875,7.699111009801687,17830,0.39799107142857143,1,
scene-0184,93032908bafd484ea10a39b0d5d3fff6,387ce7716b3643b0bba98185f7069418,909355ac1e0b459e9fec8d0a4b80b7b5,1532662949498243,False,34720,33806,0.3622899519890261,16773,0.020222077546296298,2.0155011029630954,33794,0.422425,4389,2.743125,7.699703804966963,17928,0.40017857142857144,2,34.61634133733205
scene-0184,93032908bafd484ea10a39b0d5d3fff6,cc0dce8627454f4da40e8337117de44c,909355ac1e0b459e9fec8d0a4b80b7b5,1532662949548547,False,34720,33827,0.3625150034293553,16789,0.020241367669753086,2.0148311394365357,33814,0.422675,4379,2.736875,7.7218543046357615,17849,0.39841517857142855,2,33.98848764904186
scene-0184,93032908bafd484ea10a39b0d5d3fff6,c6b34c5e204a427db88adccbc7db7c8d,909355ac1e0b459e9fec8d0a4b80b7b5,1532662949598314,False,34720,33847,0.3627293381344307,16858,0.020324556327160494,2.007770791315696,33831,0.4228875,4388,2.7425,7.7098906107566085,17868,0.39883928571428573,2,33.367371802417935
scene-0184,93032908bafd484ea10a39b0d5d3fff6,4b07d0a70a284c0cba753b769d7ecc3d,909355ac1e0b459e9fec8d0a4b80b7b5,1532662949648652,False,34720,33884,0.3631258573388203,16912,0.02038966049382716,2.0035477767265846,33864,0.4233,4384,2.74,7.724452554744525,14712,0.32839285714285715,2,32.73916752275995
scene-0184,93032908bafd484ea10a39b0d5d3fff6,ff56e2402931476e944e1923c289a4e4,909355ac1e0b459e9fec8d0a4b80b7b5,1532662949698404,False,34688,33863,0.3629008058984911,16981,0.020472849151234568,1.994169954655203,33841,0.4230125,4381,2.738125,7.724492125085597,14680,0.32767857142857143,2,32.11831601416815
scene-0184,93032908bafd484ea10a39b0d5d3fff6,b0559194bff64341b0fb403212d7a74b,909355ac1e0b459e9fec8d0a4b80b7b5,1532662949748164,False,34720,33921,0.3635223765432099,17027,0.02052830825617284,1.9921888764902802,33894,0.423675,4392,2.745,7.717213114754099,14715,0.32845982142857144,2,31.497406446074425
scene-0184,93032908bafd484ea10a39b0d5d3fff6,bdfd61074cf94d6593a1230323bb3ddf,909355ac1e0b459e9fec8d0a4b80b7b5,1532662949798503,False,34688,33871,0.36298653978052126,17004,0.020500578703703705,1.9919430722183016,33843,0.4230375,4395,2.746875,7.700341296928328,14616,0.32625,2,30.869317148108994
scene-0184,93032908bafd484ea10a39b0d5d3fff6,96ab2e9e30c247139fbcb2da32f639e2,909355ac1e0b459e9fec8d0a4b80b7b5,1532662949848261,False,34720,33940,0.36372599451303156,17104,0.020621141975308642,1.984331150608045,33906,0.423825,4423,2.764375,7.66583766674203,14636,0.32669642857142855,2,30.248524413194374
scene-0184,93032908bafd484ea10a39b0d5d3fff6,dc0f47a64e6345b98d5f38436425c06f,909355ac1e0b459e9fec8d0a4b80b7b5,1532662949898579,False,34688,33892,0.3632115912208505,17100,0.020616319444444444,1.9819883040935673,33855,0.4231875,4486,2.80375,7.5468123049487295,14625,0.32645089285714285,2,29.62079585257072
scene-0184,93032908bafd484ea10a39b0d5d3fff6,2cec62e55fbf41e788cf709a3952d0f9,909355ac1e0b459e9fec8d0a4b80b7b5,1532662949948354,True,34720,33963,0.3639724794238683,17206,0.02074411651234568,1.9739044519353715,33926,0.424075,4446,2.77875,7.63067926225821,14639,0.32676339285714284,2,28.999894913602823
scene-0184,93032908bafd484ea10a39b0d5d3fff6,c6f6b3d806d14be4bb33fd963b2ee6d7,bbfa111fe496445bb32534c0680ddd32,1532662949998115,False,34720,33950,0.3638331618655693,17230,0.020773051697530864,1.9704004643064423,33931,0.4241375,4474,2.79625,7.584041126508717,14643,0.3268526785714286,2,27.92699516279223
scene-0184,93032908bafd484ea10a39b0d5d3fff6,135d173aa43640079dec90cca050da5f,bbfa111fe496445bb32534c0680ddd32,1532662950048425,False,34752,33993,0.36429398148148145,17331,0.02089482060185185,1.9613986498182447,33967,0.4245875,4485,2.803125,7.573467112597547,14624,0.3264285714285714,2,26.842629239615015
scene-0184,93032908bafd484ea10a39b0d5d3fff6,d3417699be7d4e2185bcd6fadfa8ec19,bbfa111fe496445bb32534c0680ddd32,1532662950098193,False,34720,33987,0.36422968106995884,17324,0.020886381172839506,1.9618448395289771,33948,0.42435,4529,2.830625,7.495694413777876,14590,0.32566964285714284,2,25.77035827015273
scene-0184,93032908bafd484ea10a39b0d5d3fff6,4b63ed4917d743de90d3d30f23f6c65c,bbfa111fe496445bb32534c0680ddd32,1532662950148528,False,34752,34006,0.3644332990397805,17390,0.020965952932098766,1.9554916618746405,33967,0.4245875,4561,2.850625,7.447270335452751,14666,0.32736607142857144,2,24.686343557618745
scene-0184,93032908bafd484ea10a39b0d5d3fff6,36b9b449bcc54c809c6e0760a680b112,bbfa111fe496445bb32534c0680ddd32,1532662950198310,False,34720,33996,0.3643261316872428,17479,0.02107325424382716,1.9449625264603239,33962,0.424525,4588,2.8675,7.402353966870096,14647,0.32694196428571426,2,23.6147695071311
scene-0184,93032908bafd484ea10a39b0d5d3fff6,6908a7648441409f959141b45ffe036f,bbfa111fe496445bb32534c0680ddd32,1532662950248594,False,34752,34049,0.3648941186556927,17557,0.021167293595679013,1.9393404340149227,34008,0.4251,4536,2.835,7.497354497354498,14690,0.3279017857142857,2,22.53300313469286
scene-0184,93032908bafd484ea10a39b0d5d3fff6,8088aee238c24cf48192fdcd15fe0f94,bbfa111fe496445bb32534c0680ddd32,1532662950298375,False,34752,34054,0.3649477023319616,17574,0.021187789351851852,1.9377489473085239,34011,0.4251375,4668,2.9175,7.28598971722365,14581,0.32546875,2,21.46275632929062
scene-0184,93032908bafd484ea10a39b0d5d3fff6,a8c29f0476f24efa893893793d102eb5,bbfa111fe496445bb32534c0680ddd32,1532662950348690,False,34720,34014,0.3645190329218107,17557,0.021167293595679013,1.9373469271515635,33981,0.4247625,4635,2.896875,7.331391585760517,14593,0.3257366071428571,2,20.381847191268836
scene-0184,93032908bafd484ea10a39b0d5d3fff6,7fa994048216498da61ee2b8c90f3c2d,bbfa111fe496445bb32534c0680ddd32,1532662950398444,False,34752,34086,0.3652906378600823,17807,0.02146870177469136,1.9141910484640872,34057,0.4257125,4744,2.965,7.178962900505902,14538,0.32450892857142855,2,19.31393359140909
scene-0184,93032908bafd484ea10a39b0d5d3fff6,fd9d1bd7852140ffa4890808191fc3f1,bbfa111fe496445bb32534c0680ddd32,1532662950448804,True,34720,34068,0.3650977366255144,17844,0.021513310185185184,1.9092131809011432,34049,0.4256125,4864,3.04,7.000205592105263,14648,0.3269642857142857,2,18.234137681831754
scene-0184,93032908bafd484ea10a39b0d5d3fff6,ffda81a90ea64d8387208583f149246a,b5c30698eead479b825ac15b117d7ef2,1532662950498535,False,34752,34108,0.3655264060356653,17970,0.02166521990740741,1.8980523094045632,34093,0.4261625,4866,3.04125,7.006370735717222,14640,0.3267857142857143,3,30.132147528430078
scene-0184,93032908bafd484ea10a39b0d5d3fff6,25712d9373ad4c0daece24cd35e2d902,b5c30698eead479b825ac15b117d7ef2,1532662950548311,False,34720,34078,0.3652049039780521,17917,0.02160132137345679,1.9019925210693756,34064,0.4258,4945,3.090625,6.8885743174924166,14638,0.32674107142857145,3,29.550783478611205
scene-0184,93032908bafd484ea10a39b0d5d3fff6,080a44b031364398a08f0922edcd92a8,b5c30698eead479b825ac15b117d7ef2,1532662950598663,False,34720,34075,0.3651727537722908,18114,0.02183883101851852,1.881141658385779,34062,0.425775,4950,3.09375,6.881212121212121,14641,0.32680803571428574,3,28.965639263518938
scene-0184,93032908bafd484ea10a39b0d5d3fff6,81155b525c4940e09b808f9af9a2cb18,b5c30698eead479b825ac15b117d7ef2,1532662950648393,False,34720,34093,0.3653656550068587,18238,0.02198832947530864,1.8693387432832547,34071,0.4258875,5029,3.143125,6.7749055478226285,15404,0.34383928571428574,3,28.39096276660273
scene-0184,93032908bafd484ea10a39b0d5d3fff6,03c27c15491a437ca2df6ecc5823bac7,b5c30698eead479b825ac15b117d7ef2,1532662950698702,False,34720,34082,0.36524777091906724,18438,0.022229456018518518,1.8484651263694545,34059,0.4257375,5149,3.218125,6.6146824626141,17822,0.3978125,3,27.81332806495463
scene-0184,93032908bafd484ea10a39b0d5d3fff6,d7054fe1821044adb396e6707af49d30,b5c30698eead479b825ac15b117d7ef2,1532662950748469,False,34720,34062,0.36503343621399176,18575,0.022394627700617283,1.8337550471063258,34041,0.4255125,5153,3.220625,6.606054725402678,17780,0.396875,3,27.24623472851999
scene-0184,93032908bafd484ea10a39b0d5d3fff6,e5884cd8dca9417ca34fc19638a9748b,b5c30698eead479b825ac15b117d7ef2,1532662950798793,False,34720,34079,0.3652156207133059,18652,0.022487461419753087,1.8270962899420973,34059,0.4257375,5212,3.2575,6.53472755180353,17790,0.3970982142857143,3,26.678058236947745
scene-0184,93032908bafd484ea10a39b0d5d3fff6,496e9a20523847b7b816bb804aa8e0e2,b5c30698eead479b825ac15b117d7ef2,1532662950848554,False,34688,34058,0.3649905692729767,18733,0.022585117669753088,1.818075054716276,34038,0.425475,5207,3.254375,6.536969464182831,17774,0.3967410714285714,3,26.12272275038583
scene-0184,93032908bafd484ea10a39b0d5d3fff6,02488e04f9c44c048252273c18b33c8a,b5c30698eead479b825ac15b117d7ef2,1532662950898321,False,34720,34077,0.36519418724279834,18896,0.022781635802469134,1.8033975444538526,34055,0.4256875,5223,3.264375,6.520199119280107,17051,0.3806026785714286,3,25.57566760776675
scene-0184,93032908bafd484ea10a39b0d5d3fff6,acfbd451192c497789c7176de2e5f6b8,b5c30698eead479b825ac15b117d7ef2,1532662950948647,True,34720,34077,0.36519418724279834,18895,0.022780430169753087,1.8034929875628474,34055,0.4256875,5229,3.268125,6.5127175368139225,14544,0.3246428571428571,3,25.033943266921778
scene-0184,93032908bafd484ea10a39b0d5d3fff6,d5e77eb4ca944c4080da4b4fbb20a6d3,47bfac3db8c343a184fc8c0afe5ccfa6,1532662950998411,False,34688,34038,0.36477623456790126,19062,0.022981770833333335,1.785646836638338,34013,0.4251625,5255,3.284375,6.472502378686965,14670,0.3274553571428571,3,24.52951601223634
scene-0184,93032908bafd484ea10a39b0d5d3fff6,aa5e7acb512d49309acb25f6bcba1591,47bfac3db8c343a184fc8c0afe5ccfa6,1532662951048188,False,34720,34088,0.36531207133058985,19093,0.023019145447530864,1.785366364636254,34066,0.425825,5354,3.34625,6.3627194620844225,14572,0.32526785714285716,3,24.045253460069386
scene-0184,93032908bafd484ea10a39b0d5d3fff6,052a1ec816fd4a4e887e90a82bcac94f,47bfac3db8c343a184fc8c0afe5ccfa6,1532662951098494,False,34720,34102,0.36546210562414266,19142,0.023078221450617283,1.7815275310834813,34082,0.426025,5407,3.379375,6.303310523395599,17865,0.39877232142857144,3,23.58800795615963
scene-0184,93032908bafd484ea10a39b0d5d3fff6,89eb9eee969b4d5c9c4b9b7617f398a4,47bfac3db8c343a184fc8c0afe5ccfa6,1532662951148269,False,34720,34114,0.36559070644718794,19238,0.023193962191358025,1.773261253768583,34091,0.4261375,5379,3.361875,6.337795129206172,17917,0.39993303571428573,3,23.188210152325315
scene-0184,93032908bafd484ea10a39b0d5d3fff6,786406bfbd61458f98e2e0468a863983,47bfac3db8c343a184fc8c0afe5ccfa6,1532662951198614,False,34720,34131,0.36577289094650206,19273,0.023236159336419752,1.7709230529756654,34105,0.4263125,5302,3.31375,6.432478310071671,17900,0.39955357142857145,3,22.73231299897184
scene-0184,93032908bafd484ea10a39b0d5d3fff6,deffb8a0a10f4307ae908c19a9cf7b3d,47bfac3db8c343a184fc8c0afe5ccfa6,1532662951248382,False,34752,34182,0.3663194444444444,19372,0.023355516975308643,1.7645054718149906,34157,0.4269625,5350,3.34375,6.384485981308411,17690,0.39486607142857144,3,22.3187469179306
scene-0184,93032908bafd484ea10a39b0d5d3fff6,191e0349903a453697f6306a6667c3df,47bfac3db8c343a184fc8c0afe5ccfa6,1532662951298664,False,34752,34196,0.36646947873799723,19430,0.023425443672839507,1.7599588265568709,34164,0.42705,5390,3.36875,6.338404452690167,17965,0.4010044642857143,3,22.135749862106575
scene-0184,93032908bafd484ea10a39b0d5d3fff6,072b2d274ec74a8ead56f2487649c646,47bfac3db8c343a184fc8c0afe5ccfa6,1532662951348471,False,34720,34148,0.3659550754458162,19544,0.023562885802469135,1.747237003683995,34114,0.426425,5343,3.339375,6.384802545386487,17937,0.4003794642857143,3,22.20816876229669
scene-0184,93032908bafd484ea10a39b0d5d3fff6,e0828ae6c5c2498a84db8a352423809c,47bfac3db8c343a184fc8c0afe5ccfa6,1532662951398751,False,34752,34193,0.36643732853223593,19398,0.023386863425925927,1.762707495618105,34153,0.4269125,5339,3.336875,6.396890803521258,18004,0.401875,3,22.476831967558365
scene-0184,93032908bafd484ea10a39b0d5d3fff6,f4d20a9c86b84f1f891875e115eab8e0,47bfac3db8c343a184fc8c0afe5ccfa6,1532662951448523,True,34752,34178,0.36627657750342935,19376,0.02336033950617284,1.763934764657308,34127,0.4265875,5315,3.321875,6.4208842897460014,18023,0.40229910714285716,3,22.86071713320972
scene-0184,93032908bafd484ea10a39b0d5d3fff6,3f905ed8511b408a8cf9eabbaf1c2dd5,ddc8197e86964fc8ab91a7c7c52ad0ad,1532662951498839,False,34720,34153,0.366008659122085,19310,0.02328076774691358,1.7686690833764889,34108,0.42635,5356,3.3475,6.368185212845407,18019,0.4022098214285714,3,25.06237484019295
scene-0184,93032908bafd484ea10a39b0d5d3fff6,32337d83f0f443b8b11a3c2f2647ad3d,ddc8197e86964fc8ab91a7c7c52ad0ad,1532662951548604,False,34720,34156,0.3660408093278464,19259,0.02321928047839506,1.7735084895373592,34118,0.426475,5341,3.338125,6.387942332896461,18070,0.40334821428571427,3,25.53537061735713
scene-0184,93032908bafd484ea10a39b0d5d3fff6,97b3ef403e3c41548ecbbf6f178be29e,ddc8197e86964fc8ab91a7c7c52ad0ad,1532662951598377,False,34752,34172,0.36621227709190673,19250,0.02320842978395062,1.7751688311688312,34128,0.4266,5288,3.305,6.453857791225416,18009,0.40198660714285717,3,26.033515301585993
scene-0184,93032908bafd484ea10a39b0d5d3fff6,572f88f958fa489a9180c6223b34e268,ddc8197e86964fc8ab91a7c7c52ad0ad,1532662951648692,False,34752,34185,0.3663515946502058,19252,0.023210841049382716,1.7756596717224185,34143,0.4267875,5297,3.310625,6.4457239947139895,18005,0.40189732142857143,3,26.553348747241774
scene-0184,93032908bafd484ea10a39b0d5d3fff6,20d5f199fa7b4f63a052cc699527cd85,ddc8197e86964fc8ab91a7c7c52ad0ad,1532662951698463,False,34752,34189,0.36639446159122085,19233,0.023187934027777777,1.777621795871679,34143,0.4267875,5291,3.306875,6.453033453033453,18023,0.40229910714285716,3,27.07835614955587
scene-0184,93032908bafd484ea10a39b0d5d3fff6,053b5fb01c4f445f84940f4ac207e37b,ddc8197e86964fc8ab91a7c7c52ad0ad,1532662951748796,False,34752,34187,0.3663730281207133,19158,0.023097511574074074,1.7844764589205553,34142,0.426775,5281,3.300625,6.465063434955501,18010,0.40200892857142856,3,27.616925810749716
scene-0184,93032908bafd484ea10a39b0d5d3fff6,d693b77889374d75a00a60db59e234e9,ddc8197e86964fc8ab91a7c7c52ad0ad,1532662951798554,False,34752,34176,0.3662551440329218,19212,0.02316261574074074,1.7788881948782012,34126,0.426575,5289,3.305625,6.452259406314993,18003,0.4018526785714286,3,28.154818178461127
scene-0184,93032908bafd484ea10a39b0d5d3fff6,4306cc239c3b4c638ca63d500cf47b35,ddc8197e86964fc8ab91a7c7c52ad0ad,1532662951848896,False,34784,34211,0.3666302297668038,19066,0.02298659336419753,1.794345956152313,34167,0.4270875,5353,3.345625,6.3827760134504015,18073,0.40341517857142856,3,28.70316183106758
scene-0184,93032908bafd484ea10a39b0d5d3fff6,da11c6f3780b4ec0a27bfd7836d04350,ddc8197e86964fc8ab91a7c7c52ad0ad,1532662951899195,False,34752,34177,0.3662658607681756,19108,0.023037229938271606,1.788622566464308,34147,0.4268375,5334,3.33375,6.401762279715036,18068,0.40330357142857143,3,29.25422371286969
scene-0184,93032908bafd484ea10a39b0d5d3fff6,1fc2d8cdc3324ec09329e51851e5991c,ddc8197e86964fc8ab91a7c7c52ad0ad,1532662951948945,True,34752,34152,0.36599794238683125,18930,0.022822627314814815,1.804120443740095,34119,0.4264875,5309,3.318125,6.426634017705783,18104,0.40410714285714283,3,29.801726283728385
scene-0184,93032908bafd484ea10a39b0d5d3fff6,d6b7921522684d76a5294870a63c4a5d,ca14cef58a674836b45d76ef7ace8559,1532662951999292,False,34752,34195,0.36645876200274347,18947,0.022843123070987653,1.80477120388452,34164,0.42705,5337,3.335625,6.401349072512647,18156,0.4052678571428571,2,59.572236969448284
scene-0184,93032908bafd484ea10a39b0d5d3fff6,5a40cde30da043b5bb39b1720dc6bb6f,ca14cef58a674836b45d76ef7ace8559,1532662952049058,False,34720,34150,0.3659765089163237,18857,0.02273461612654321,1.810998568170971,34130,0.426625,5297,3.310625,6.443269775344534,18167,0.4055133928571429,2,59.11166173594543
scene-0184,93032908bafd484ea10a39b0d5d3fff6,9b8f15515d904ee489f43238228b4018,ca14cef58a674836b45d76ef7ace8559,1532662952098842,False,34752,34171,0.36620156035665297,18847,0.022722559799382716,1.8130736987318936,34158,0.426975,5303,3.314375,6.441259664340939,18218,0.40665178571428573,2,58.651100506399146
scene-0184,93032908bafd484ea10a39b0d5d3fff6,1a14fe2535e744af8df3d96824b2ebf3,ca14cef58a674836b45d76ef7ace8559,1532662952149185,False,34752,34146,0.36593364197530864,18770,0.022629726080246913,1.8191795418220564,34135,0.4266875,5275,3.296875,6.471090047393365,18194,0.4061160714285714,2,58.18555591611054
scene-0184,93032908bafd484ea10a39b0d5d3fff6,1c55d6e071ea4ea0852fb8a912e9ac1e,ca14cef58a674836b45d76ef7ace8559,1532662952198907,False,34752,34140,0.36586934156378603,18810,0.022677951388888888,1.8149920255183414,34132,0.42665,5200,3.25,6.563846153846153,18122,0.40450892857142856,2,57.72594407034282
scene-0184,93032908bafd484ea10a39b0d5d3fff6,baf1a48938e24086a999ec0bcedabe8c,ca14cef58a674836b45d76ef7ace8559,1532662952249227,False,34752,34131,0.36577289094650206,18929,0.022821421682098764,1.8031063447620055,34123,0.4265375,5182,3.23875,6.58490930142802,18092,0.40383928571428573,2,57.261001518963205
scene-0184,93032908bafd484ea10a39b0d5d3fff6,6e823c74d4a04538bbfb04f1fda26734,ca14cef58a674836b45d76ef7ace8559,1532662952298973,False,34752,34125,0.36570859053497945,18829,0.022700858410493827,1.8123639067396038,34121,0.4265125,5160,3.225,6.6125968992248065,18191,0.40604910714285714,2,56.80156209683038
scene-0184,93032908bafd484ea10a39b0d5d3fff6,40ae3e650d3f4a83abcb949119829730,ca14cef58a674836b45d76ef7ace8559,1532662952349315,False,34720,34072,0.3651406035665295,18835,0.022708092206790122,1.8089726572869658,34066,0.425825,5251,3.281875,6.487526185488479,17932,0.4002678571428571,2,56.33682514075165
scene-0184,93032908bafd484ea10a39b0d5d3fff6,4d5f861916404d6f81deb11f3e4ee559,ca14cef58a674836b45d76ef7ace8559,1532662952399061,False,34752,34085,0.36527992112482854,18688,0.022530864197530864,1.8238976883561644,34076,0.42595,5255,3.284375,6.484490960989533,18101,0.4040401785714286,2,55.877799774120376
scene-0184,93032908bafd484ea10a39b0d5d3fff6,c8e90ce52fe2477b854ddb88c871fb96,ca14cef58a674836b45d76ef7ace8559,1532662952449397,True,34720,34056,0.36496913580246915,18892,0.02277681327160494,1.8026677958924413,34048,0.4256,5288,3.305,6.438729198184569,18089,0.40377232142857145,2,55.41354759442856
scene-0184,93032908bafd484ea10a39b0d5d3fff6,f48620dc13204bbd9f576d6064e8b705,e0b89fe6bd594a24855eba5078b9109d,1532662952499147,False,34752,34038,0.36477623456790126,18809,0.022676745756172838,1.8096655856239034,34027,0.4253375,5315,3.321875,6.402069614299154,17059,0.38078125,2,54.877063718951206
